,zip_code,State,mean_housing_price
17861,12501,NY,263303.95
17862,03216,NH,200818.32
17863,60145,IL,187716.55
17864,32694,FL,133985.82
17865,47977,IN,92311.07
17866,95333,CA,140647.08
17867,54247,WI,126595.05
17868,65647,MO,90424.25
17869,12578,NY,292436.74
17870,53507,WI,157346.56
17871,95452,CA,643494.44
17872,16922,PA,67500.6
17873,54639,WI,101292.4
17874,05773,VT,155190.0
17875,54870,WI,194105.18
17876,17845,PA,101625.65
17877,69336,NE,93378.49
17878,62451,IL,60609.45
17879,51579,IA,111517.25
17880,27869,NC,43052.93
17881,49630,MI,279917.11
17882,39870,GA,57549.21
17883,31033,GA,85521.74
17884,35087,AL,105907.99
17885,13424,NY,114182.02
17886,28529,NC,100083.52
17887,48460,MI,131395.95
17888,23954,VA,111735.99
17889,72530,AR,106982.34
17890,17772,PA,165292.37
17891,16347,PA,51862.42
17892,93516,CA,59374.85
17893,50140,IA,78433.39
17894,37345,TN,83846.54
17895,53044,WI,203404.32
17896,16434,PA,61729.2
17897,54004,WI,129442.75
17898,62548,IL,87698.99
17899,35443,AL,49823.84
17900,07711,NJ,811786.44
17901,66073,KS,148837.97
17902,65767,MO,105600.21
17903,55974,MN,113245.58
17904,04263,ME,141595.63
17905,53576,WI,137595.88
17906,89822,NV,96282.29
17907,52045,IA,168275.79
17908,27315,NC,99653.44
17909,44675,OH,103482.74
17910,87522,NM,181408.29
17911,14879,NY,81773.85
17912,46539,IN,97288.92
17913,47108,IN,91550.3
17914,10511,NY,318143.41
17915,48834,MI,92412.32
17916,22448,VA,184127.51
17917,71765,AR,39420.9
17918,16120,PA,132305.33
17919,35078,AL,158941.16
17920,13363,NY,133975.46
17921,49719,MI,121554.81
17922,42452,KY,107437.79
17923,32625,FL,196210.23
17924,66075,KS,78543.19
17925,37309,TN,103626.42
17926,71226,LA,183871.95
17927,63060,MO,129644.03
17928,16936,PA,99003.13
17929,43973,OH,82702.98
17930,45682,OH,66759.65
17931,72366,AR,23405.35
17932,85342,AZ,184775.23
17933,04750,ME,82096.19
17934,21871,MD,120006.66
17935,46772,IN,155524.41
17936,93545,CA,228277.02
17937,39756,MS,69513.09
17938,68779,NE,105849.88
17939,66088,KS,124763.12
17940,81073,CO,72644.5
17941,37095,TN,96327.19
17942,49753,MI,100839.3
17943,04860,ME,244277.43
17944,78147,TX,127801.46
17945,17244,PA,143059.5
17946,72354,AR,38103.36
17947,14560,NY,102952.29
17948,31020,GA,50840.87
17949,48815,MI,148101.52
17950,53002,WI,177014.49
17951,81524,CO,271465.68
17952,25033,WV,77270.6
17953,25422,WV,138724.93
17954,81236,CO,311051.68
17955,45346,OH,101531.86
17956,28091,NC,55468.69
17957,36767,AL,54976.89
17958,66967,KS,55182.23
17959,28369,NC,59770.21
17960,14782,NY,70512.72
17961,98635,WA,241672.41
17962,12149,NY,108658.44
17963,48628,MI,107148.91
17964,05759,VT,176636.98
17965,44086,OH,151608.25
17966,26031,WV,42238.83
17967,05059,VT,307383.54
17968,50472,IA,106640.71
17969,06763,CT,291779.28
17970,35677,AL,97588.62
17971,77872,TX,162745.22
17972,48851,MI,113182.58
17973,77880,TX,198554.98
17974,49730,MI,90950.63
17975,63967,MO,109259.6
17976,97442,OR,94760.15
17977,14516,NY,93396.98
17978,63377,MO,179045.85
17979,56511,MN,228954.49
17980,31830,GA,87604.22
17981,25825,WV,109853.35
17982,29525,SC,58040.82
17983,72434,AR,64086.39
17984,56340,MN,193027.18
17985,54156,WI,72959.94
17986,36028,AL,87464.18
17987,27980,NC,109627.7
17988,03465,NH,129053.87
17989,47841,IN,76911.79
17990,50619,IA,106618.16
17991,37350,TN,470139.5
17992,11569,NY,664250.72
17993,49092,MI,105436.64
17994,14724,NY,109078.38
17995,57369,SD,103245.72
17996,74032,OK,84590.83
17997,51521,IA,115402.22
17998,53919,WI,117635.51
17999,04555,ME,195800.24
18000,45873,OH,77605.87
18001,02650,MA,853607.48
18002,56312,MN,162017.23
18003,39342,MS,118385.53
18004,95245,CA,250583.86
18005,23833,VA,169522.3
18006,83852,ID,329934.44
18007,57366,SD,90836.88
18008,03836,NH,156147.05
18009,53516,WI,133802.76
18010,30441,GA,59243.69
18011,07606,NJ,348521.62
18012,18503,PA,88960.48
18013,50240,IA,163793.73
18014,42352,KY,58839.33
18015,91962,CA,336179.98
18016,54423,WI,180297.4
18017,51560,IA,118353.01
18018,12903,NY,128387.61
18019,08310,NJ,158639.73
18020,24571,VA,113277.14
18021,47838,IN,71770.57
18022,18321,PA,160661.89
18023,13812,NY,83132.36
18024,25559,WV,88423.56
18025,96146,CA,615873.36
18026,23921,VA,120858.63
18027,16123,PA,133093.2
18028,61030,IL,84498.46
18029,64671,MO,123892.43
18030,25555,WV,76971.56
18031,71764,AR,29358.43
18032,45658,OH,72332.46
18033,56628,MN,133994.49
18034,65707,MO,95569.6
18035,62466,IL,24345.5
18036,61833,IL,50488.6
18037,65243,MO,143308.98
18038,74130,OK,60354.55
18039,46702,IN,91115.79
18040,14722,NY,318837.08
18041,65724,MO,99331.25
18042,64742,MO,134260.2
18043,05674,VT,172903.41
18044,35671,AL,155901.5
18045,40873,KY,48227.84
18046,85137,AZ,118214.54
18047,57451,SD,165827.11
18048,81019,CO,157860.58
18049,27814,NC,114264.15
18050,54540,WI,189475.53
18051,15474,PA,59554.33
18052,16669,PA,124364.38
18053,42234,KY,57232.23
18054,20006,DC,190229.85
18055,52332,IA,151668.59
18056,25823,WV,50198.58
18057,27920,NC,275725.58
18058,62458,IL,59995.68
18059,23083,VA,143781.89
18060,23047,VA,229278.78
18061,04854,ME,254357.23
18062,43148,OH,137577.44
18063,12870,NY,150112.22
18064,72645,AR,44227.41
18065,21917,MD,222596.27
18066,14806,NY,53000.43
18067,98822,WA,216397.12
18068,47634,IN,89952.98
18069,07980,NJ,421157.17
18070,43977,OH,56329.66
18071,76554,TX,115151.95
18072,87566,NM,149130.98
18073,18617,PA,37991.32
18074,54539,WI,176045.88
18075,37318,TN,66011.05
18076,24311,VA,64608.03
18077,76945,TX,88347.74
18078,83615,ID,228108.01
18079,12723,NY,190129.38
18080,16912,PA,77538.09
18081,25882,WV,28984.64
18082,14826,NY,73154.48
18083,12928,NY,94617.6
18084,14171,NY,110370.59
18085,15437,PA,128721.12
18086,04472,ME,157140.22
18087,62379,IL,70913.04
18088,55750,MN,69695.17
18089,15034,PA,63867.93
18090,24128,VA,168103.59
18091,38425,TN,71897.9
18092,12740,NY,129882.12
18093,68883,NE,110938.61
18094,75705,TX,106615.92
18095,05354,VT,192346.81
18096,12523,NY,174150.29
18097,47513,IN,86256.59
18098,77983,TX,99170.15
18099,72843,AR,63173.72
18100,08740,NJ,226070.7
18101,75456,TX,132833.22
18102,62844,IL,51633.8
18103,64740,MO,89114.04
18104,95638,CA,402487.98
18105,15724,PA,89321.32
18106,49410,MI,76873.19
18107,75930,TX,68796.65
18108,75668,TX,48766.96
18109,12193,NY,154129.27
18110,06060,CT,340448.14
18111,71027,LA,182503.35
18112,52565,IA,94439.66
18113,64469,MO,110460.1
18114,38374,TN,65809.17
18115,97836,OR,111226.23
18116,62935,IL,75313.98
18117,68756,NE,80451.04
18118,69334,NE,86254.33
18119,67017,KS,146671.25
18120,97049,OR,218561.74
18121,52076,IA,95788.35
18122,21520,MD,137535.05
18123,56531,MN,90800.61
18124,39834,GA,96690.85
18125,06058,CT,284309.5
18126,95975,CA,321486.19
18127,73550,OK,27176.32
18128,52324,IA,180432.48
18129,61028,IL,106856.42
18130,25917,WV,65921.99
18131,22724,VA,377577.0
18132,13640,NY,231255.44
18133,79064,TX,41589.26
18134,31098,GA,85944.57
18135,36005,AL,96182.73
18136,04988,ME,131849.52
18137,13327,NY,91028.2
18138,73762,OK,108646.85
18139,65786,MO,137069.42
18140,99181,WA,146192.03
18141,10973,NY,270621.76
18142,49095,MI,150261.93
18143,29593,SC,44308.45
18144,38580,TN,99815.97
18145,84535,UT,140266.85
18146,62907,IL,114355.84
18147,13697,NY,61191.29
18148,96783,HI,240631.6
18149,76351,TX,69043.86
18150,30541,GA,150663.48
18151,27046,NC,87181.94
18152,13459,NY,91891.7
18153,12521,NY,188417.7
18154,72658,AR,108044.98
18155,92242,CA,90850.03
18156,18053,PA,209792.92
18157,14814,NY,137009.29
18158,23410,VA,184262.91
18159,37726,TN,71645.17
18160,81131,CO,157633.21
18161,55706,MN,79555.86
18162,41219,KY,56722.7
18163,42160,KY,81604.96
18164,45306,OH,109178.0
18165,04493,ME,95019.47
18166,04971,ME,166286.08
18167,19373,PA,466402.39
18168,05828,VT,151785.19
18169,22454,VA,179110.15
18170,13416,NY,90746.07
18171,11965,NY,910962.49
18172,15469,PA,122165.57
18173,62347,IL,98930.44
18174,78055,TX,160393.18
18175,74727,OK,53469.16
18176,38940,MS,80473.79
18177,14544,NY,132177.99
18178,96765,HI,468367.69
18179,61924,IL,56693.28
18180,37892,TN,54139.66
18181,14427,NY,77246.22
18182,29001,SC,85473.43
18183,85337,AZ,110076.99
18184,87036,NM,111847.66
18185,62926,IL,78849.04
18186,57212,SD,143496.08
18187,91916,CA,354232.44
18188,86332,AZ,142891.78
18189,49011,MI,103294.38
18190,96796,HI,335749.85
18191,46939,IN,82465.76
18192,46070,IN,83444.72
18193,76859,TX,240563.28
18194,12859,NY,182533.19
18195,10984,NY,382307.23
18196,13409,NY,103731.93
18197,50276,IA,158629.33
18198,23898,VA,171297.57
18199,28510,NC,200578.88
18200,98303,WA,206251.33
18201,61491,IL,71850.61
18202,14747,NY,69739.73
18203,49950,MI,129431.67
18204,54821,WI,216137.01
18205,29114,SC,62536.85
18206,67058,KS,71420.76
18207,47954,IN,102473.82
18208,14422,NY,102520.88
18209,55074,MN,171817.66
18210,65772,MO,108279.36
18211,97112,OR,234813.29
18212,17086,PA,134025.69
18213,26710,WV,89627.19
18214,36475,AL,82711.6
18215,27508,NC,115925.43
18216,72324,AR,51154.22
18217,50851,IA,81747.91
18218,71039,LA,82104.81
18219,66712,KS,69385.81
18220,37809,TN,65116.36
18221,48767,MI,66461.43
18222,35461,AL,84098.99
18223,92391,CA,188471.79
18224,18464,PA,203680.25
18225,97738,OR,110833.46
18226,24467,VA,235034.39
18227,63015,MO,142317.56
18228,33786,FL,456171.49
18229,53586,WI,83690.57
18230,13654,NY,58131.71
18231,26347,WV,51524.5
18232,04965,ME,131810.74
18233,29664,SC,132297.29
18234,27343,NC,232473.36
18235,17860,PA,145752.53
18236,27927,NC,466151.9
18237,53091,WI,157934.31
18238,43946,OH,108376.56
18239,28745,NC,241321.9
18240,13625,NY,88272.25
18241,01034,MA,227519.45
18242,06068,CT,404390.39
18243,04958,ME,134592.6
18244,17009,PA,75696.1
18245,13076,NY,103552.43
18246,89439,NV,389814.78
18247,65663,MO,146814.81
18248,46031,IN,150788.83
18249,47145,IN,94414.34
18250,47373,IN,51529.68
18251,95426,CA,172130.76
18252,56264,MN,81439.23
18253,13324,NY,66728.31
18254,15722,PA,95959.47
18255,74825,OK,62513.9
18256,52747,IA,138490.21
18257,38774,MS,47575.15
18258,97018,OR,224678.02
18259,79546,TX,41693.94
18260,28573,NC,89666.92
18261,93553,CA,188696.34
18262,13160,NY,110617.12
18263,60927,IL,127115.91
18264,81140,CO,106281.58
18265,23071,VA,201439.84
18266,56098,MN,119039.73
18267,45054,OH,203684.84
18268,40142,KY,110877.68
18269,31562,GA,77076.84
18270,24165,VA,77339.12
18271,74061,OK,117614.94
18272,26679,WV,51492.18
18273,39478,MS,93130.04
18274,12451,NY,143466.6
18275,61756,IL,91065.41
18276,12958,NY,83970.4
18277,44849,OH,72360.07
18278,41722,KY,54473.58
18279,02898,RI,241103.29
18280,72853,AR,50934.22
18281,50629,IA,131685.36
18282,26571,WV,56756.64
18283,62271,IL,108722.76
18284,77865,TX,164378.82
18285,27950,NC,181533.0
18286,42343,KY,39000.93
18287,49403,MI,149633.23
18288,51449,IA,55741.27
18289,72372,AR,58150.8
18290,36075,AL,77191.73
18291,12461,NY,222180.19
18292,75968,TX,70636.56
18293,48028,MI,184934.27
18294,14476,NY,109593.3
18295,73526,OK,62598.71
18296,74930,OK,60429.63
18297,58639,ND,120269.1
18298,13145,NY,93881.32
18299,74342,OK,96581.29
18300,24593,VA,139275.0
18301,86512,AZ,107007.87
18302,48464,MI,103901.65
18303,16351,PA,59557.39
18304,24844,WV,33887.98
18305,43527,OH,74456.62
18306,71842,AR,91792.65
18307,83849,ID,112003.33
18308,12023,NY,155567.77
18309,49287,MI,175280.56
18310,89158,NV,467482.13
18311,02543,MA,617982.96
18312,72444,AR,60214.55
18313,14818,NY,118267.97
18314,95703,CA,356316.67
18315,54966,WI,94877.34
18316,15958,PA,101447.2
18317,59632,MT,148285.95
18318,62320,IL,94911.77
18319,01053,MA,247692.27
18320,13626,NY,94113.32
18321,53504,WI,113920.29
18322,12748,NY,153998.38
18323,30733,GA,74580.86
18324,31795,GA,91892.46
18325,46951,IN,86496.22
18326,70755,LA,128517.99
18327,55959,MN,180835.89
18328,54627,WI,127336.28
18329,79853,TX,117058.52
18330,12472,NY,174720.0
18331,52046,IA,155401.21
18332,46166,IN,109565.8
18333,64482,MO,92313.38
18334,96703,HI,588141.84
18335,35446,AL,133347.71
18336,29741,SC,55459.37
18337,16249,PA,86327.47
18338,71439,LA,84128.25
18339,60938,IL,71849.09
18340,12168,NY,165038.17
18341,60602,IL,432749.62
18342,36759,AL,89401.2
18343,31827,GA,67159.71
18344,12094,NY,156556.4
18345,36525,AL,109403.56
18346,61376,IL,81747.3
18347,15479,PA,116000.72
18348,80520,CO,217269.16
18349,35610,AL,109092.64
18350,79357,TX,46144.28
18351,04108,ME,329196.16
18352,54909,WI,100244.65
18353,47631,IN,117487.56
18354,28689,NC,141559.86
18355,39561,MS,132432.58
18356,54740,WI,121369.32
18357,43164,OH,103318.95
18358,72840,AR,64116.15
18359,29052,SC,107106.63
18360,59442,MT,129731.42
18361,74002,OK,54187.34
18362,36509,AL,48680.89
18363,42056,KY,63187.13
18364,76701,TX,107021.38
18365,54770,WI,119676.14
18366,49885,MI,112082.31
18367,41064,KY,70576.83
18368,66105,KS,66871.26
18369,24435,VA,206200.98
18370,04910,ME,171297.45
18371,40468,KY,92697.42
18372,38232,TN,73050.87
18373,36907,AL,43251.88
18374,54514,WI,108974.24
18375,56540,MN,136906.08
18376,43217,OH,51660.75
18377,44867,OH,102989.97
18378,54026,WI,174545.12
18379,57226,SD,104483.63
18380,17830,PA,102260.41
18381,71261,LA,43009.41
18382,76857,TX,76876.58
18383,35089,AL,65336.04
18384,17321,PA,213004.03
18385,70514,LA,93886.44
18386,16920,PA,60125.63
18387,78335,TX,132838.63
18388,78881,TX,87094.33
18389,16881,PA,69242.19
18390,60034,IL,158483.13
18391,86321,AZ,126267.09
18392,15942,PA,79215.3
18393,55329,MN,154268.42
18394,66076,KS,121752.06
18395,03580,NH,254936.1
18396,24069,VA,105284.39
18397,20197,VA,667041.79
18398,79325,TX,96925.08
18399,56481,MN,92660.09
18400,60043,IL,1214064.12
18401,39425,MS,81669.32
18402,93424,CA,752570.26
18403,92561,CA,308156.83
18404,46978,IN,82702.4
18405,28508,NC,60903.77
18406,66087,KS,68012.87
18407,38334,TN,78939.99
18408,15639,PA,145424.35
18409,36017,AL,48203.59
18410,97499,OR,122994.97
18411,01542,MA,238103.08
18412,49271,MI,98763.68
18413,12575,NY,294675.62
18414,59221,MT,293048.11
18415,62865,IL,70685.43
18416,15322,PA,61330.62
18417,85236,AZ,254255.87
18418,63673,MO,125087.84
18419,17965,PA,61043.07
18420,22027,VA,743342.46
18421,83876,ID,375532.26
18422,83245,ID,205572.27
18423,56284,MN,87578.84
18424,54498,WI,69911.54
18425,55771,MN,120456.9
18426,74901,OK,39106.34
18427,23038,VA,162209.93
18428,38641,MS,179988.28
18429,74038,OK,64403.71
18430,81039,CO,71989.54
18431,22460,VA,131156.19
18432,38039,TN,68168.64
18433,13320,NY,82733.56
18434,69358,NE,84811.75
18435,88046,NM,145307.69
18436,25136,WV,78092.6
18437,56589,MN,174395.13
18438,81527,CO,234364.45
18439,05251,VT,365935.46
18440,19534,PA,185519.35
18441,04943,ME,96477.94
18442,43716,OH,83659.34
18443,93513,CA,278200.2
18444,05859,VT,128550.57
18445,07439,NJ,210533.55
18446,16341,PA,63612.32
18447,96008,CA,328434.4
18448,35974,AL,70627.26
18449,12737,NY,160402.16
18450,46058,IN,108653.94
18451,71061,LA,80211.02
18452,53034,WI,148279.51
18453,29030,SC,124601.96
18454,73459,OK,95644.84
18455,21794,MD,639526.45
18456,38240,TN,62604.79
18457,39108,MS,72385.96
18458,30456,GA,42900.34
18459,55735,MN,153454.06
18460,01611,MA,202102.37
18461,23356,VA,180231.66
18462,43150,OH,147329.75
18463,62895,IL,65389.08
18464,62685,IL,69196.31
18465,54470,WI,95797.47
18466,83654,ID,221636.52
18467,36578,AL,134173.41
18468,53065,WI,132676.67
18469,14718,NY,86472.63
18470,64490,MO,135547.15
18471,24290,VA,84415.19
18472,28660,NC,143898.85
18473,86441,AZ,72971.35
18474,26280,WV,59324.5
18475,49113,MI,87870.5
18476,28582,NC,192840.57
18477,27007,NC,138686.94
18478,04030,ME,164500.75
18479,71675,AR,69319.71
18480,15840,PA,74058.51
18481,12516,NY,177094.22
18482,31017,GA,66283.03
18483,49892,MI,126857.78
18484,23960,VA,123097.82
18485,27231,NC,176341.55
18486,16342,PA,70138.27
18487,86444,AZ,86339.08
18488,56044,MN,171541.33
18489,18833,PA,99719.28
18490,72070,AR,65434.68
18491,28455,NC,70629.56
18492,02659,MA,425198.76
18493,45334,OH,93421.64
18494,06752,CT,453364.88
18495,61373,IL,176295.73
18496,66056,KS,99930.5
18497,38871,MS,109557.29
18498,57793,SD,192935.65
18499,36456,AL,56330.68
18500,94956,CA,741074.26
18501,71366,LA,249323.86
18502,31512,GA,95780.71
18503,24712,WV,80702.41
18504,62312,IL,78126.39
18505,65646,MO,113201.93
18506,71937,AR,55787.27
18507,86337,AZ,130614.03
18508,49060,MI,179148.43
18509,65668,MO,102041.23
18510,54205,WI,137853.35
18511,23881,VA,159907.57
18512,28685,NC,91286.38
18513,73728,OK,74625.29
18514,50670,IA,136534.27
18515,51025,IA,82320.69
18516,61732,IL,127393.15
18517,68002,NE,148047.19
18518,56443,MN,192919.41
18519,76671,TX,87480.23
18520,42325,KY,80552.14
18521,96134,CA,69345.08
18522,58270,ND,78639.74
18523,45303,OH,90706.69
18524,73852,OK,69558.6
18525,56222,MN,78598.41
18526,33849,FL,159736.22
18527,74427,OK,96176.73
18528,62692,IL,68042.43
18529,93067,CA,1074051.62
18530,62044,IL,68137.75
18531,71362,LA,84996.7
18532,73932,OK,86859.64
18533,51028,IA,112329.98
18534,47230,IN,86715.41
18535,30218,GA,95859.5
18536,04631,ME,118211.9
18537,78056,TX,301244.63
18538,42082,KY,98482.03
18539,62888,IL,74001.62
18540,66603,KS,54563.66
18541,02827,RI,250442.63
18542,97868,OR,115390.9
18543,28644,NC,145652.51
18544,62418,IL,70187.42
18545,22735,VA,204791.74
18546,73456,OK,38048.32
18547,17309,PA,155534.96
18548,59041,MT,257713.42
18549,45877,OH,98836.55
18550,83540,ID,137698.26
18551,48635,MI,93693.92
18552,07021,NJ,825485.38
18553,52756,IA,187661.16
18554,68937,NE,176473.8
18555,43332,OH,97061.29
18556,38220,TN,62006.07
18557,28432,NC,89606.9
18558,57029,SD,151139.96
18559,48032,MI,155723.97
18560,75431,TX,96087.44
18561,62037,IL,146909.78
18562,59858,MT,189312.44
18563,08732,NJ,332548.67
18564,45874,OH,66764.57
18565,78959,TX,113230.54
18566,96713,HI,596496.38
18567,83804,ID,188523.54
18568,62701,IL,59124.39
18569,55949,MN,145321.99
18570,37325,TN,82605.4
18571,96056,CA,138268.99
18572,93651,CA,329104.12
18573,30522,GA,178533.97
18574,82939,WY,188668.36
18575,75574,TX,94022.11
18576,16627,PA,54561.13
18577,05660,VT,221240.98
18578,24212,VA,136154.72
18579,71259,LA,92911.37
18580,75554,TX,65679.69
18581,71941,AR,73564.63
18582,24598,VA,78819.89
18583,47341,IN,118816.62
18584,13156,NY,97345.96
18585,23420,VA,162184.4
18586,46128,IN,136154.95
18587,64491,MO,61368.52
18588,13425,NY,80257.35
18589,02652,MA,394650.97
18590,88426,NM,96123.94
18591,95389,CA,471873.56
18592,97347,OR,189089.34
18593,54531,WI,191598.09
18594,62424,IL,112197.13
18595,15043,PA,138629.16
18596,71858,AR,42350.62
18597,14058,NY,93251.9
18598,24529,VA,142037.89
18599,47384,IN,104654.66
18600,54888,WI,147935.12
18601,26040,WV,48425.11
18602,43466,OH,100156.22
18603,04346,ME,107204.88
18604,54491,WI,109762.82
18605,08026,NJ,221844.51
18606,23937,VA,113644.12
18607,13734,NY,86114.85
18608,71949,AR,67283.48
18609,12086,NY,118084.01
18610,54642,WI,121281.75
18611,35136,AL,97207.28
18612,58552,ND,56535.53
18613,98847,WA,245668.36
18614,77975,TX,107373.23
18615,83629,ID,202463.36
18616,68730,NE,104329.33
18617,12066,NY,128131.19
18618,72013,AR,94440.07
18619,65624,MO,137268.62
18620,46743,IN,123125.72
18621,95951,CA,155575.53
18622,30336,GA,145275.71
18623,48894,MI,163477.27
18624,03774,NH,128051.57
18625,30722,GA,101598.77
18626,30816,GA,82327.33
18627,49338,MI,85007.39
18628,15559,PA,119830.09
18629,58367,ND,102975.96
18630,79096,TX,84792.38
18631,72082,AR,42491.75
18632,01236,MA,346198.2
18633,01054,MA,266794.41
18634,45827,OH,101588.39
18635,74735,OK,92049.68
18636,83236,ID,188360.5
18637,50161,IA,123730.14
18638,45174,OH,415411.46
18639,38368,TN,73311.84
18640,80809,CO,245444.84
18641,67543,KS,98464.36
18642,08341,NJ,158950.13
18643,93616,CA,162186.59
18644,17813,PA,115724.79
18645,19951,DE,253120.62
18646,83871,ID,208674.21
18647,48890,MI,121267.11
18648,54838,WI,151394.17
18649,42337,KY,57042.07
18650,52639,IA,100791.06
18651,48741,MI,91741.19
18652,92091,CA,1588932.34
18653,13146,NY,67488.86
18654,32140,FL,103162.53
18655,11960,NY,953906.32
18656,74840,OK,80958.99
18657,56088,MN,82866.14
18658,27860,NC,78622.8
18659,14040,NY,134251.33
18660,03886,NH,158609.5
18661,28399,NC,89086.24
18662,74561,OK,42989.36
18663,83427,ID,167483.33
18664,76861,TX,105491.14
18665,12910,NY,72165.12
18666,22922,VA,122274.22
18667,50458,IA,90603.54
18668,49726,MI,129609.66
18669,05680,VT,171095.69
18670,54519,WI,150111.0
18671,48435,MI,92625.71
18672,49406,MI,269674.25
18673,76271,TX,157493.74
18674,38345,TN,87340.29
18675,16374,PA,68725.23
18676,40374,KY,74235.76
18677,10505,NY,595319.34
18678,42712,KY,81158.08
18679,17407,PA,183432.2
18680,49733,MI,96082.44
18681,47963,IN,86999.81
18682,50864,IA,73419.02
18683,17876,PA,142710.84
18684,66733,KS,64787.69
18685,54529,WI,194017.01
18686,27829,NC,80902.79
18687,98843,WA,295162.99
18688,18438,PA,206413.15
18689,66413,KS,89492.92
18690,39747,MS,83748.38
18691,62898,IL,107778.13
18692,16313,PA,54347.48
18693,07418,NJ,239903.99
18694,12783,NY,133545.95
18695,37694,TN,91806.92
18696,55939,MN,114584.46
18697,61012,IL,141714.4
18698,58563,ND,144235.42
18699,62814,IL,70177.1
18700,52755,IA,153245.71
18701,54410,WI,112968.14
18702,50647,IA,166198.94
18703,96716,HI,341665.26
18704,30810,GA,66055.41
18705,30420,GA,80683.47
18706,70631,LA,119895.0
18707,95444,CA,432592.95
18708,16259,PA,67205.44
18709,16041,PA,87794.35
18710,15637,PA,115235.5
18711,31826,GA,100028.02
18712,39322,MS,95895.97
18713,16650,PA,70606.88
18714,53503,WI,163467.52
18715,38547,TN,110861.51
18716,43933,OH,76762.85
18717,49680,MI,93561.98
18718,39846,GA,50631.14
18719,46382,IN,149888.22
18720,76639,TX,61405.37
18721,02763,MA,332751.75
18722,14138,NY,62277.13
18723,01266,MA,347550.24
18724,18826,PA,134077.84
18725,26812,WV,107047.44
18726,12076,NY,98772.55
18727,25070,WV,125319.04
18728,04952,ME,172015.95
18729,46779,IN,112664.84
18730,41033,KY,118335.57
18731,95942,CA,224593.43
18732,49969,MI,120233.98
18733,40055,KY,173194.92
18734,50636,IA,79128.37
18735,99133,WA,86212.91
18736,43116,OH,196580.89
18737,48871,MI,133509.95
18738,72376,AR,91634.45
18739,73848,OK,50466.34
18740,81415,CO,222636.81
18741,95002,CA,708869.94
18742,48762,MI,131979.01
18743,04863,ME,236926.64
18744,54754,WI,104603.44
18745,95589,CA,270034.85
18746,15333,PA,94369.85
18747,48469,MI,102861.75
18748,25082,WV,115138.69
18749,04684,ME,237915.7
18750,54858,WI,117798.0
18751,36316,AL,113268.29
18752,40972,KY,48596.47
18753,54424,WI,136015.69
18754,70051,LA,124735.32
18755,79322,TX,42644.68
18756,29014,SC,77395.8
18757,56433,MN,131424.12
18758,42746,KY,68060.37
18759,23156,VA,169192.03
18760,68073,NE,146860.58
18761,99343,WA,279393.39
18762,21623,MD,214985.64
18763,37810,TN,75083.06
18764,25253,WV,73584.92
18765,54412,WI,136159.05
18766,68649,NE,103872.5
18767,56036,MN,115714.21
18768,02641,MA,265937.05
18769,38879,MS,83000.15
18770,42740,KY,122369.0
18771,27252,NC,110185.74
18772,30234,GA,108879.5
18773,13775,NY,113424.25
18774,99402,WA,201667.78
18775,50058,IA,80682.83
18776,39354,MS,95613.96
18777,49235,MI,95445.02
18778,57445,SD,128267.98
18779,16028,PA,67796.95
18780,80497,CO,505982.69
18781,60941,IL,133313.6
18782,85325,AZ,73566.45
18783,36555,AL,177674.93
18784,45684,OH,81507.48
18785,76265,TX,84465.18
18786,24079,VA,104559.4
18787,49893,MI,93524.09
18788,31622,GA,80866.24
18789,53001,WI,149723.88
18790,16340,PA,85150.12
18791,42078,KY,40842.48
18792,14101,NY,99175.77
18793,54623,WI,152246.07
18794,56338,MN,156539.67
18795,43739,OH,123223.56
18796,52157,IA,113933.33
18797,77951,TX,55593.95
18798,03449,NH,222074.26
18799,77446,TX,93027.93
18800,63351,MO,104239.49
18801,38541,TN,84690.39
18802,65626,MO,134858.23
18803,39192,MS,61227.82
18804,49440,MI,89086.66
18805,64489,MO,71041.9
18806,55381,MN,150113.18
18807,64835,MO,49478.75
18808,68955,NE,153860.17
18809,42372,KY,56141.4
18810,55342,MN,103634.21
18811,77455,TX,131263.02
18812,67522,KS,108276.02
18813,47380,IN,61967.03
18814,13797,NY,92482.32
18815,96051,CA,242307.86
18816,52203,IA,167254.88
18817,21557,MD,82478.23
18818,56128,MN,94847.54
18819,95462,CA,350574.13
18820,22959,VA,294093.92
18821,39337,MS,83500.75
18822,24553,VA,101948.96
18823,36752,AL,105183.65
18824,59749,MT,250744.22
18825,76471,TX,74674.3
18826,46115,IN,106579.81
18827,83448,ID,180251.14
18828,54212,WI,220316.72
18829,61285,IL,97280.87
18830,76433,TX,163104.83
18831,49411,MI,109774.41
18832,56587,MN,229146.51
18833,02876,RI,230384.72
18834,80737,CO,59337.43
18835,59037,MT,249422.26
18836,29481,SC,54089.91
18837,13052,NY,93800.82
18838,29545,SC,100908.41
18839,61256,IL,132006.79
18840,73038,OK,52752.19
18841,97454,OR,235943.99
18842,47970,IN,99556.69
18843,67576,KS,63782.31
18844,37374,TN,91276.5
18845,81130,CO,251235.41
18846,27507,NC,99157.7
18847,36480,AL,91825.67
18848,47272,IN,97947.3
18849,55052,MN,166169.95
18850,13616,NY,101518.38
18851,49776,MI,69213.18
18852,55019,MN,190551.31
18853,34681,FL,280151.52
18854,12116,NY,95730.26
18855,78011,TX,71269.63
18856,03864,NH,141000.3
18857,11939,NY,527901.9
